Val,Post FT Obama,Region,State,R Age,Marital Status,Education,Military Service,Employed,R Race,R Gender,Pre FT Bush,Pre FT Obama,Pre FT McCain,Pre FT Biden,Pre FT Palin,Pre FT H Clinton,Pre FT B Clinton,Pre FT Condi,Pre FT Rush Lim,Pre FT Dem Party,Pre FT Rep Party,Post FT Bush,Post FT McCain,Post FT Biden,Post FT Palin,FT Rich People,FT Middle Class,FT Poor People,FT Working Class People,FT Ill Immigrants,FT People on Welfare,FT Liberals,FT Conservatives,FT Feminists,FT Environmentalists,FT Gay People,FT Big Business,FT Labor Unions,FT Military,FT Fed Govt,FT Supreme Court,FT Congress,FT Whites,FT Blacks,FT Hispanics,FT Asian Amer,FT Southerners,FT Christian Fundamentalis,FT Catholics,FT Jews,FT Israel,FT Muslims,FT Hindus,FT Christians,FT Atheists,One Party Control Pre,Better Worse Year Ago Pre,Own Stock Pre,Has Health Ins pre,Hopeful About Obama pre,Afraid of Obama pre,Care Who Wins pre,Expect Close Race pre,Duty to vote pre,Economy Better pre,Party ID pre,Iraq War pre,Impact on Terrorismc pre,Attitude to Uni Health Care,Welfare Spending pre,War on Terror Spending,Death Penalty,R Owns Gun,Religion Imp to R,Prays Often,R Born Again,Sexual Orientation,Should combat terrorists,Income Gap,Abortion,Abortion Importance,Prompt to recog Cheney,Prompt to recog Gordon Brown,Prompt to recog J Roberts,Crooks in Govt,Handling Afgan War,Handling Iraq War,Torture
out,85,South,NC,27,Married,17,R has never served in the military,Working now,Black,Male  ,15,85,30,70,15,60,70,40,15,85,30,0,50,70,15,30,85,50,85,40,50,85,40,70,70,60,30,70,70,60,70,60,85,85,85,85,60,30,70,85,60,85,85,60,70,Better when control is split,Better,Yes,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Increased,Decreased,Favor,No,Not important,Never,,Heterosexual or straight,Somewhat important,Somewhat larger,,,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Favor
in,30,South,NC,53,Never married,17,R has never served in the military,Working now,White,Male  ,0,30,0,85,40,0,0,0,70,13,15,0,0,60,0,50,70,70,70,70,15,40,86,50,15,100,40,15,15,0,30,0,50,40,50,50,40,0,40,40,50,30,30,40,100,Better when control is split,Worse,Yes,Yes,No,No,Dont care very much,Will be close,Yes,Gotten worse,Other party ,Not worth it,Increased,,Decreased,Cut out entirely ,Favor,No,Not important,Never,,Homosexual or gay ,Somewhat important,Somewhat larger,"4. By law, a woman should always be able to obtain an abortion as a",Not at all important,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,100,South,NC,38,Never married,17,R has never served in the military,Unemployed,White,Male  ,30,85,60,,,40,50,50,0,50,50,15,50,50,60,40,70,,70,50,50,40,60,50,40,0,,40,100,30,50,60,100,40,60,50,50,,50,,0,0,,70,0,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Republican,Not worth it,Decreased,Favor,Increased,Increased,Favor,No,Important,A few times a week,Yes,Heterosexual or straight,Very important,Much larger,,,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Favor
in,85,South,NC,69,Never married,17,R has never served in the military,Working now,White,Male  ,30,40,40,70,,70,60,60,0,60,60,40,70,85,15,70,85,85,85,15,70,70,40,60,85,30,60,40,85,85,60,40,70,70,70,70,70,40,70,70,70,40,50,85,30,Better when one party controls both,Worse,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,Favor,Kept about the same,Kept about the same,Oppose,No,Important,Once a day,Yes,Heterosexual or straight,Very important,Somewhat larger,,,No,No,No,Not very many are crooked,Disapprove,Disapprove,Oppose
in,85,South,NC,25,Never married,17,R has never served in the military,Working now,White,Female  ,15,60,85,60,60,40,70,60,15,40,85,15,70,85,0,85,70,30,1,15,0,60,85,70,85,60,85,70,70,40,70,60,100,,70,85,85,60,60,40,40,40,,85,50,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,No,Gotten worse,Republican,Not worth it,Decreased,,Kept about the same,Kept about the same,Favor,No,Not important,Never,No,Heterosexual or straight,Somewhat important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
in,60,South,NC,67,Divorced,17,R has never served in the military,Working now,White,Male  ,30,60,85,40,100,15,0,15,40,30,60,15,60,30,85,40,100,70,100,15,30,40,85,15,70,15,60,40,100,40,85,60,50,60,70,70,70,40,85,70,60,60,70,85,15,Better when control is split,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Decreased,Oppose,Increased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat larger,,,No,No,No,Not very many are crooked,Neither approve nor disapprove,Disapprove,Oppose
out,85,South,NC,57,Widowed,17,R has never served in the military,Working now,White,Male  ,70,60,60,70,70,40,30,85,60,40,70,70,60,70,70,70,100,100,100,0,85,60,70,70,60,85,60,30,70,30,60,30,100,100,100,50,100,40,100,100,100,,50,100,50,Better when control is split,Better,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,,Decreased,,Kept about the same,Kept about the same,Favor,No,Important,Once a week or less,,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,No,Yes,No,Not very many are crooked,Approve,Approve,Oppose
in,60,South,NC,41,Married,17,R has never served in the military,Homemaker,White,Female  ,60,50,60,50,60,40,30,60,50,40,60,60,60,50,70,60,60,50,50,40,50,40,60,50,60,50,60,40,70,60,60,50,50,50,50,50,50,60,50,50,40,40,50,70,40,Better when control is split,Better,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Decreased,Oppose,Kept about the same,Kept about the same,Favor,Yes,Important,A few times a week,No,Heterosexual or straight,Very important,Somewhat larger,,,No,Yes,Yes,Not very many are crooked,Approve,Approve,Oppose
in,30,South,NC,57,Married,17,R has never served in the military,Working now,White,Male  ,70,40,60,15,85,60,40,85,40,15,70,60,60,30,85,60,60,70,70,60,60,30,70,30,60,50,60,40,100,15,60,0,60,70,70,70,70,1,60,60,60,40,,60,40,Better when control is split,The same ,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Decreased,,Decreased,Kept about the same,Favor,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,Yes,No,Not very many are crooked,Approve,Disapprove,Oppose
in,30,South,NC,26,Married,17,R has never served in the military,Working now,White,Female  ,85,15,85,15,70,15,15,50,30,15,85,70,70,30,70,70,60,50,70,30,40,30,70,50,70,40,,50,70,60,60,60,85,85,40,50,85,70,40,50,50,15,30,100,30,Better when one party controls both,Better,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Stayed about the same,Neither favor nor oppose,Increased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Hardly any are crooked,Approve,Approve,Oppose
in,50,South,NC,33,Married,17,R has never served in the military,Working now,White,Male  ,40,40,50,,,50,40,,50,50,50,50,50,40,30,60,60,60,60,30,40,50,50,40,60,40,50,40,50,40,50,50,50,50,40,50,50,50,50,50,50,50,,60,40,Better when control is split,Better,Yes,Yes,No,No,Dont care very much,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Kept about the same,Increased,,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Not too important,Yes,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Neither favor nor oppose
in,85,South,NC,37,Never married,12,R has never served in the military,Working now,Black,Male  ,15,70,15,60,60,50,60,60,30,70,40,50,50,70,30,60,70,70,70,50,60,60,70,60,70,70,50,50,70,60,70,60,70,70,70,70,70,70,70,70,70,70,70,70,70,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Decreased,Oppose,Increased,Kept about the same,Favor,Yes,Important,Once a day,No,Heterosexual or straight,Very important,Somewhat larger,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,60,North Central,ND,35,Never married,14,R has never served in the military,Working now,White,Male  ,60,70,85,50,85,60,85,50,0,70,85,40,60,40,60,60,60,50,100,0,50,40,60,40,40,0,40,40,100,30,50,15,85,40,50,60,60,50,60,50,60,40,50,60,15,Better when control is split,Worse,No,Yes,No,No,Care a good deal,Will be close,No,Gotten worse,No preference ,Worth it,Stayed about the same,Neither favor nor oppose,Increased,Decreased,Favor,No,Important,A few times a week,,Heterosexual or straight,Very important,Somewhat larger,,,No,No,Yes,Not very many are crooked,Approve,Approve,Favor
in,50,North Central,ND,43,Divorced,14,R has never served in the military,Working now,White,Female  ,60,50,50,,60,70,50,,,50,50,85,50,,70,70,70,70,100,30,60,70,70,70,60,50,70,50,100,50,85,50,85,60,60,70,70,,70,50,50,50,50,85,50,Better when control is split,Worse,Yes,Yes,No,No,Dont care very much,Will be close,Yes,Stayed about the same,Independent,Not worth it,Stayed about the same,,Kept about the same,Decreased,Oppose,No,Important,Never,No,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,Yes,Yes,Yes,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
in,50,North Central,ND,57,Married,12,Not currently serving but previously served,Working now,White,Male  ,30,15,30,50,50,50,30,50,0,50,50,30,60,60,30,30,50,50,50,15,30,15,30,50,30,30,15,15,60,15,30,0,50,15,15,30,30,30,30,30,15,15,50,50,15,Better when control is split,The same ,Yes,No,No,No,Dont care very much,Will be close,No,Gotten worse,No preference ,Not worth it,Stayed about the same,,Decreased,Decreased,Favor,No,Not important,Never,,Heterosexual or straight,Somewhat important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Not too important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
in,50,North Central,ND,23,Never married,12,R has never served in the military,Working now,White,Female  ,50,15,50,,,40,40,15,,40,40,50,50,,,50,70,70,100,40,70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,70,50,50,50,50,50,50,50,50,It doesnt matter,Better,No,Yes,No,No,Dont care very much,Win by quite a bit,No,Gotten worse,No preference ,Not worth it,Stayed about the same,Neither favor nor oppose,Increased,Kept about the same,Favor,No,Not important,Never,,Heterosexual or straight,Somewhat important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
in,15,North Central,ND,32,Married,17,R has never served in the military,Working now,White,Male  ,85,15,75,50,70,15,60,95,95,45,55,85,70,40,60,50,85,50,100,15,15,40,50,50,60,50,50,30,85,50,60,30,50,50,50,50,100,50,50,50,50,50,50,85,50,Better when control is split,Better,Yes,Yes,No,No,Care a good deal,Win by quite a bit,Yes,Stayed about the same,Independent,Worth it,Decreased,Oppose,Increased,Kept about the same,Favor,Yes,Important,A few times a week,Yes,Heterosexual or straight,Somewhat important,Somewhat larger,,,No,Yes,Yes,Quite a few are crooked,Approve,Approve,Favor
in,0,North Central,ND,66,Widowed,14,R has never served in the military,Working now,White,Female  ,100,0,85,15,85,0,15,85,15,30,85,85,85,15,100,60,100,100,100,15,50,30,85,85,0,50,40,50,100,60,50,50,85,70,50,60,85,50,85,50,60,15,40,70,0,Better when control is split,Worse,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Increased,Oppose,Increased,Kept about the same,Favor,Yes,Important,Several times a day,No,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Approve,Approve,Favor
in,0,North Central,ND,56,Never married,16,R has never served in the military,Homemaker,White,Female  ,70,0,70,,,50,50,,50,50,50,50,70,,,0,70,40,70,,60,50,70,50,50,85,50,,70,40,50,50,70,70,70,70,,60,70,50,70,,,85,0,It doesnt matter,Better,No,Yes,No,No,Care a good deal,Will be close,Yes,Gotten better,No preference ,Not worth it,Stayed about the same,,Increased,Increased,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat larger,"1. By law, abortion should never be permitted.",Extremely important,No,Yes,Yes,Hardly any are crooked,Neither approve nor disapprove,Disapprove,Neither favor nor oppose
in,50,North Central,ND,37,"6. Partnered, not married ",14,R has never served in the military,Working now,White,Female  ,0,40,0,,60,70,0,50,50,50,50,40,15,50,60,50,50,50,50,15,50,50,50,50,60,50,40,100,60,50,60,50,50,50,50,50,50,50,50,50,40,50,50,50,50,Better when control is split,The same ,No,Yes,No,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,No preference ,Not worth it,Increased,,Kept about the same,Kept about the same,Favor,No,Not important,A few times a week,No,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,15,North Central,ND,51,Married,16,R has never served in the military,Working now,White,Male  ,70,30,85,30,70,15,30,50,50,30,70,70,70,50,70,50,70,50,85,15,50,40,70,50,60,50,50,50,70,60,70,40,70,70,50,50,50,50,70,50,50,40,50,85,30,Better when one party controls both,Better,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Stayed about the same,,Kept about the same,Kept about the same,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,Yes,Yes,Not very many are crooked,Approve,Approve,Neither favor nor oppose
in,85,North Central,ND,83,Widowed,16,R has never served in the military,Retired,White,Female  ,60,85,30,70,50,85,85,60,0,85,60,60,70,70,70,70,85,70,85,60,70,70,70,85,85,0,85,,100,60,70,70,85,70,70,70,70,,100,50,,,60,100,60,Better when control is split,The same ,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Oppose,,Kept about the same,,No,Important,A few times a week,No,Heterosexual or straight,Very important,About the same,,,No,No,No,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Oppose
out,60,North Central,ND,30,Married,16,R has never served in the military,Working now,White,Female  ,70,60,60,40,50,30,60,50,,60,60,60,65,50,50,40,50,50,50,15,45,40,60,50,30,42,50,50,85,35,52,40,50,50,50,50,50,,65,50,50,50,50,60,50,It doesnt matter,The same ,Yes,Yes,No,No,Dont care very much,Will be close,Yes,Gotten worse,Republican,Worth it,Decreased,,Increased,Kept about the same,Favor,Yes,Important,A few times a week,No,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Very important,No,No,No,Quite a few are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Favor
out,70,North Central,ND,50,Married,12,Not currently serving but previously served,Working now,White,Male  ,30,60,50,50,50,40,50,50,15,60,60,40,70,60,60,50,70,60,50,40,40,60,50,50,40,0,40,40,85,40,60,40,60,50,50,50,50,50,85,50,50,50,50,70,15,Better when control is split,Worse,Yes,Yes,Yes,No,Dont care very much,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Kept about the same,Kept about the same,Oppose,Yes,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Extremely important,No,Yes,No,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,60,North Central,ND,50,Married,17,R has never served in the military,Working now,White,Female  ,60,60,85,70,100,60,40,70,30,60,70,70,85,60,85,100,100,100,100,60,100,70,100,70,100,85,85,50,100,85,85,70,100,100,100,100,100,60,100,100,100,70,,100,40,Better when control is split,Better,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Decreased,,Increased,Increased,Oppose,No,Important,Several times a day,No,Heterosexual or straight,Very important,Much larger,"1. By law, abortion should never be permitted.",Extremely important,No,Yes,Yes,Quite a few are crooked,Approve,Approve,Neither favor nor oppose
out,30,North Central,ND,84,Widowed,12,R has never served in the military,Retired,White,Female  ,85,60,85,,70,50,30,70,70,40,60,70,70,50,50,70,85,70,70,60,30,15,70,50,30,50,70,15,100,60,60,40,70,50,50,50,50,60,50,50,50,50,50,50,30,It doesnt matter,Better,Yes,Yes,,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,,Stayed about the same,Oppose,Kept about the same,Kept about the same,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,About the same,,,No,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Approve,Neither favor nor oppose
out,0,North Central,ND,58,Married,14,Not currently serving but previously served,Working now,White,Male  ,85,15,100,0,100,0,0,85,50,15,100,85,100,0,85,100,100,100,100,40,50,30,100,85,60,30,60,30,100,60,100,60,100,100,100,100,100,50,100,100,50,85,100,100,85,Better when one party controls both,Better,Yes,Yes,No,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Republican,Worth it,Decreased,Oppose,Kept about the same,Increased,Favor,Yes,Not important,Never,,Heterosexual or straight,Very important,Much larger,,,No,No,No,Not very many are crooked,Approve,Approve,Neither favor nor oppose
out,0,North Central,ND,52,Married,12,R has never served in the military,Working now,White,Female  ,70,15,100,40,85,0,0,60,50,40,70,60,70,40,85,50,50,50,70,0,,0,,50,40,0,40,50,85,60,50,50,,50,50,50,,,40,,50,40,50,60,15,Better when control is split,The same ,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Stayed about the same,,,Increased,Favor,Yes,Important,A few times a week,Yes,Heterosexual or straight,Very important,Somewhat larger,"1. By law, abortion should never be permitted.",Very important,No,Yes,Yes,Not very many are crooked,Neither approve nor disapprove,Disapprove,Neither favor nor oppose
in,60,North Central,ND,57,Married,12,R has never served in the military,Working now,White,Female  ,40,50,50,50,50,50,50,50,30,50,50,50,60,50,50,50,50,50,70,50,50,50,50,50,50,50,60,60,85,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,Better when control is split,Better,Yes,Yes,No,No,Dont care very much,Will be close,Yes,Gotten worse,No preference ,,Increased,,,Increased,Oppose,No,Important,Once a day,No,Heterosexual or straight,Very important,Somewhat larger,"2. The law should permit abortion only in case of rape, incest, or",Very important,No,Yes,Yes,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
in,30,North Central,ND,24,Never married,12,R has never served in the military,Working now,White,Male  ,70,15,70,15,100,0,0,100,70,0,60,70,60,15,100,100,70,100,100,0,50,15,100,15,70,50,70,15,70,30,50,30,50,50,50,50,100,100,50,50,70,50,50,100,50,,Better,Yes,No,No,Yes,Care a good deal,Will be close,Yes,Stayed about the same,Independent,Worth it,Stayed about the same,Oppose,Kept about the same,Decreased,Favor,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,About the same,,,No,No,Yes,Quite a few are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
