Val,Post FT Obama,Region,R Age,Marital Status,Education,Military Service,Employed,R Race,R Gender,Pre FT Bush,Pre FT Obama,Pre FT McCain,Pre FT Biden,Pre FT Palin,Pre FT H Clinton,Pre FT B Clinton,Pre FT Condi,Pre FT Rush Lim,Pre FT Dem Party,Pre FT Rep Party,Post FT Bush,Post FT McCain,Post FT Biden,Post FT Palin,FT Rich People,FT Middle Class,FT Poor People,FT Working Class People,FT Ill Immigrants,FT People on Welfare,FT Liberals,FT Conservatives,FT Feminists,FT Environmentalists,FT Gay People,FT Big Business,FT Labor Unions,FT Military,FT Fed Govt,FT Supreme Court,FT Congress,FT Whites,FT Blacks,FT Hispanics,FT Asian Amer,FT Southerners,FT Christian Fundamentalis,FT Catholics,FT Jews,FT Israel,FT Muslims,FT Hindus,FT Christians,FT Atheists,One Party Control Pre,Better Worse Year Ago Pre,Own Stock Pre,Has Health Ins pre,Hopeful About Obama pre,Afraid of Obama pre,Care Who Wins pre,Expect Close Race pre,Duty to vote pre,Economy Better pre,Party ID pre,Iraq War pre,Impact on Terrorismc pre,"Attitude to Uni Health Care, pre",Welfare Spending pre,War on Terror Spending,Death Penalty,R Owns Gun,Religion Imp to R,Prays Often,R Born Again,Sexual Orientation,Should combat terrorists,Income Gap,Abortion,Abortion Importance,Prompt to recog Cheney,Prompt to recog Gordon Brown,Prompt to recog J Roberts,Crooks in Govt,Handling Afgan War,Handling Iraq War,Torture
in,15,South,56,Never married,12,R has never served in the military,Working now,White,Male,85,0,70,0,70,0,0,70,85,0,70,70,70,15,70,60,70,50,70,40,15,15,85,15,60,0,70,70,85,40,60,40,85,40,60,70,85,60,50,60,60,60,60,85,0,Better when control is split,The same ,No,Yes,No,Yes,Care a good deal,Win by quite a bit,No,Gotten worse,Republican,Worth it,Decreased,Oppose,Decreased,Increased,Favor,Yes,Important,A few times a week,No,Heterosexual or straight,Very important,Much larger,,,No,No,No,Quite a few are crooked,Approve,Approve,Favor
in,30,South,59,Married,12,R has never served in the military,Permanently disabled,White,Male,60,40,70,,,0,15,,,70,50,60,85,15,85,30,70,85,100,0,50,100,40,50,60,0,40,70,100,30,60,60,100,60,50,30,100,50,50,30,60,0,0,100,0,Better when control is split,The same ,No,No,Yes,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,,Increased,Kept about the same,Favor,No,Important,A few times a week,Yes,Heterosexual or straight,Very important,Much larger,"1. By law, abortion should never be permitted.",Very important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,60,South,66,Widowed,9,R has never served in the military,Retired,White,Female,60,70,60,,50,100,100,,,70,50,50,60,85,50,100,100,100,100,0,100,100,100,100,85,0,100,100,100,100,100,100,100,100,0,0,85,100,100,50,,0,0,100,70,It doesnt matter,Worse,No,No,Yes,No,Dont care very much,Win by quite a bit,Yes,Gotten worse,Independent,Not worth it,Increased,Favor,Increased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat larger,,,No,No,No,Not very many are crooked,Approve,Disapprove,Oppose
in,40,Northeast,32,Never married,14,R has never served in the military,Working now,White,Male,60,50,60,60,70,40,60,60,60,60,60,40,40,50,60,50,50,50,50,40,50,40,70,50,40,50,40,40,70,40,60,15,50,50,50,50,50,40,50,50,60,50,50,50,50,Better when control is split,Worse,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Stayed about the same,Independent,Worth it,Stayed about the same,Oppose,Kept about the same,Increased,Favor,No,Important,Once a week or less,,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Approve,Approve,Neither favor nor oppose
out,60,Northeast,37,Married,12,R has never served in the military,Working now,White,Male,60,70,60,,70,60,70,85,,60,50,50,50,40,50,40,70,30,85,30,40,40,70,50,50,50,60,70,60,50,60,40,60,60,40,50,50,40,50,40,40,40,40,60,50,Better when control is split,Worse,Yes,Yes,No,No,Dont care very much,Will be close,Yes,Gotten worse,Independent,Not worth it,Decreased,,Kept about the same,Kept about the same,Favor,No,Not important,Once a week or less,No,Heterosexual or straight,Somewhat important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,Yes,No,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Neither favor nor oppose
out,100,Northeast,38,Married,16,R has never served in the military,Working now,Hispanic or Latino,Female,50,60,40,,,50,50,,,60,40,50,40,,15,50,50,0,100,0,,50,50,,100,0,100,70,30,40,85,100,85,,40,,,100,85,,,,,100,0,Better when one party controls both,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten better,Democrat,Not worth it,Decreased,,Kept about the same,Increased,,No,Important,A few times a week,Yes,Heterosexual or straight,Very important,Much smaller,"2. The law should permit abortion only in case of rape, incest, or",Very important,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Favor
in,100,Northeast,41,Married,14,R has never served in the military,Working now,White,Female,0,60,40,30,60,85,85,15,0,70,15,15,40,70,40,60,85,85,100,50,85,85,85,70,85,85,70,70,100,60,60,70,85,85,85,85,50,50,85,85,50,85,85,85,85,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,Favor,Increased,Increased,Favor,Yes,Important,A few times a week,,Heterosexual or straight,Very important,Much larger,,,No,No,Yes,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Oppose
out,85,Northeast,65,Married,14,R has never served in the military,Retired,White,Female,30,100,30,85,40,100,100,50,15,100,15,15,15,85,40,100,100,100,100,60,100,100,50,100,85,100,70,85,100,70,85,85,100,100,100,100,85,100,100,100,100,100,100,100,85,Better when one party controls both,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Kept about the same,Increased,Oppose,No,Important,Several times a day,No,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
in,60,Northeast,20,Never married,13,R has never served in the military,Working now,Hispanic or Latino,Male,30,60,50,,50,85,50,70,,50,70,40,50,50,50,60,60,85,85,85,85,50,60,50,70,70,50,70,100,70,85,70,60,70,100,60,40,70,100,50,50,60,50,70,50,It doesnt matter,Better,No,Yes,Yes,No,Dont care very much,Win by quite a bit,Yes,Stayed about the same,Independent,Not worth it,Stayed about the same,Neither favor nor oppose,Kept about the same,Increased,Favor,No,Important,A few times a week,No,Heterosexual or straight,Very important,Somewhat smaller,,,Yes,No,Yes,Quite a few are crooked,Neither approve nor disapprove,Approve,Oppose
out,60,Northeast,62,Married,12,R has never served in the military,Permanently disabled,White,Female,60,70,60,40,40,60,40,70,40,60,40,50,50,50,50,50,70,60,70,40,60,50,60,30,50,50,50,50,85,60,60,60,60,60,30,50,60,40,85,60,50,15,50,85,50,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,Favor,Kept about the same,Kept about the same,Oppose,No,Important,Several times a day,No,Heterosexual or straight,Somewhat important,Much larger,,,No,Yes,No,Quite a few are crooked,Approve,Approve,Oppose
out,60,Northeast,40,Never married,12,R has never served in the military,Working now,Asian,Male,85,70,70,,70,70,60,70,,85,70,60,60,50,50,60,60,60,60,50,50,60,60,60,60,50,70,70,60,60,60,60,60,60,50,60,50,60,60,60,50,50,60,60,50,Better when control is split,Better,No,Yes,Yes,No,Dont care very much,Will be close,Yes,Stayed about the same,Independent,Worth it,Decreased,Neither favor nor oppose,Kept about the same,Kept about the same,Oppose,No,Important,Once a week or less,No,,Very important,About the same,,,No,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Neither favor nor oppose
out,85,Northeast,52,Married,17,R has never served in the military,Working now,White,Male,0,75,10,60,0,80,75,20,0,40,0,0,40,60,0,40,60,60,50,15,50,60,40,40,60,50,50,30,40,30,50,40,50,50,50,60,40,40,50,50,50,50,50,50,50,Better when control is split,Better,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Decreased,Kept about the same,Favor,Yes,Important,A few times a week,,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Somewhat important,No,No,Yes,Not very many are crooked,Approve,Disapprove,Neither favor nor oppose
in,40,Northeast,61,Divorced,17,R has never served in the military,Working now,White,Female,30,15,70,60,60,40,0,70,40,0,15,30,60,40,50,50,,50,70,30,50,50,50,50,60,60,0,15,85,15,15,15,50,70,60,50,50,40,50,50,60,60,50,50,50,It doesnt matter,Worse,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Independent,Worth it,,Oppose,Cut out entirely ,Decreased,Favor,No,Not important,Once a day,No,Bisexual,Very important,Much larger,,,No,Yes,No,Quite a few are crooked,Neither approve nor disapprove,Disapprove,
in,60,Northeast,30,Never married,14,R has never served in the military,Working now,White,Male,50,50,60,50,75,30,60,50,50,20,60,40,70,50,60,50,70,70,100,15,50,30,70,30,50,50,0,30,85,15,40,50,50,50,50,50,50,40,50,50,50,50,50,50,50,Better when one party controls both,Worse,No,Yes,No,Yes,Care a good deal,Will be close,No,Stayed about the same,Republican,Worth it,Decreased,,Decreased,Increased,Favor,No,Important,Once a week or less,Yes,Heterosexual or straight,Very important,Somewhat smaller,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,Yes,No,Quite a few are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Neither favor nor oppose
in,40,Northeast,41,Divorced,16,R has never served in the military,Working now,White,Female,70,0,100,30,100,60,50,85,50,0,100,60,85,40,100,50,50,50,50,0,50,50,50,60,70,50,50,60,100,60,70,70,50,50,50,50,50,85,50,50,50,50,50,50,50,Better when one party controls both,Worse,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Increased,Oppose,Increased,Increased,Favor,No,Not important,Once a week or less,No,Heterosexual or straight,Very important,About the same,,,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Favor
in,85,Northeast,60,"6. Partnered, not married ",16,R has never served in the military,Retired,White,Male,0,80,50,80,20,60,80,20,0,80,20,0,15,70,0,50,50,60,70,40,50,70,40,40,60,50,60,50,50,50,40,60,50,40,40,60,40,30,50,60,50,40,50,60,60,Better when one party controls both,The same ,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Stayed about the same,Democrat,Not worth it,Stayed about the same,,Decreased,Kept about the same,Oppose,No,Not important,Never,,Heterosexual or straight,Not important at all,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Not at all important,No,No,No,Not very many are crooked,Disapprove,Disapprove,Oppose
in,100,Northeast,60,Divorced,17,R has never served in the military,Retired,White,Female,0,70,40,60,15,70,70,30,0,60,15,15,30,70,0,100,100,100,100,85,85,85,70,85,100,100,70,60,60,60,70,70,85,100,100,100,100,60,85,100,85,100,100,85,70,Better when control is split,The same ,Yes,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,,Kept about the same,Kept about the same,Oppose,No,Not important,,,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,85,Northeast,40,Married,17,R has never served in the military,Temporarily laid off,White,Female,0,70,50,70,50,85,70,85,30,100,100,0,70,100,30,100,100,100,100,100,100,70,70,85,100,100,85,85,100,85,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,It doesnt matter,Worse,No,No,Yes,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Increased,Increased,Oppose,No,Important,Once a day,,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
in,100,Northeast,58,Married,17,R has never served in the military,Working now,White,Female,0,100,30,100,0,85,100,30,0,100,15,0,60,90,0,70,100,100,100,50,90,100,40,85,100,100,90,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Increased,Kept about the same,Oppose,No,Important,Once a day,,Heterosexual or straight,Very important,Much larger,,,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,70,Northeast,58,Never married,17,R has never served in the military,Working now,White,Female,15,70,60,60,40,85,70,60,30,60,60,15,60,60,40,50,60,50,60,50,50,50,50,50,50,50,60,50,60,60,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,It doesnt matter,Worse,Yes,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Oppose,Decreased,Kept about the same,Favor,No,Not important,Once a week or less,No,Bisexual,Very important,Much larger,,,No,No,No,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,85,Northeast,46,Separated,16,R has never served in the military,Working now,White,Female,15,85,60,85,0,85,70,60,0,70,30,0,40,85,15,85,100,85,100,70,70,70,60,70,85,85,40,60,85,60,70,60,85,85,85,85,85,30,85,85,50,70,85,85,85,Better when control is split,The same ,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Oppose,Decreased,Kept about the same,Favor,No,Not important,Once a week or less,No,Heterosexual or straight,Very important,Somewhat larger,,,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,40,Northeast,61,Married,16,R has never served in the military,Working now,White,Male,60,40,85,60,60,15,15,100,,30,30,40,85,60,60,60,60,60,70,15,0,40,40,0,40,30,60,0,70,0,15,0,60,70,60,60,70,15,60,60,60,50,60,60,30,It doesnt matter,Better,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Increased,Decreased,Oppose,No,Not important,Never,No,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
out,85,North Central,19,Never married,13,R has never served in the military,Student,White,Female,30,60,30,85,70,85,60,60,,70,60,40,60,100,85,40,70,50,85,30,50,60,60,40,60,60,40,50,70,70,50,50,50,50,50,60,,50,50,,60,70,70,50,50,It doesnt matter,Worse,No,Yes,Yes,No,Dont care very much,Will be close,Yes,Gotten worse,No preference ,Not worth it,Decreased,,Kept about the same,Kept about the same,Oppose,Yes,Not important,Once a week or less,,Homosexual or gay ,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,90,North Central,60,Married,17,R has never served in the military,Retired,Black,Male,10,95,45,85,5,90,85,55,0,70,20,0,70,80,15,65,90,65,75,55,65,85,30,80,75,90,40,50,75,60,65,60,95,100,95,85,50,15,75,90,90,80,90,95,65,It doesnt matter,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,Neither favor nor oppose,Kept about the same,Kept about the same,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,85,North Central,58,Divorced,17,R has never served in the military,Working now,White,Female,30,85,40,70,15,70,60,85,15,70,40,30,50,85,15,30,70,60,85,50,40,70,40,70,70,70,40,40,85,60,40,60,85,70,60,70,70,40,85,50,70,50,50,85,50,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Kept about the same,Increased,Favor,Yes,Important,A few times a week,No,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,No,Yes,No,Not very many are crooked,Disapprove,Disapprove,Oppose
in,15,North Central,31,Married,16,R has never served in the military,Working now,White,Male,70,15,85,0,100,0,30,60,100,0,70,70,85,15,70,50,50,50,50,30,50,30,100,40,50,50,50,30,100,15,30,15,50,50,50,50,50,50,50,50,60,50,50,85,40,It doesnt matter,Better,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Decreased,,Decreased,Decreased,Favor,No,Important,A few times a week,Yes,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Extremely important,No,Yes,No,Quite a few are crooked,Disapprove,Approve,Oppose
in,40,North Central,70,Married,17,R has never served in the military,Retired,White,Male,30,30,60,50,50,40,30,70,15,30,40,40,60,40,30,40,50,40,70,15,40,15,70,40,60,15,40,30,60,30,50,30,60,60,30,60,40,60,70,50,50,40,50,70,30,,Better,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Stayed about the same,,Increased,Increased,Favor,Yes,Important,Several times a day,No,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Very important,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,70,North Central,38,Divorced,14,R has never served in the military,Working now,White,Female,40,60,50,50,,70,100,70,60,100,60,40,40,40,50,50,50,60,85,50,50,70,70,30,70,50,50,40,60,30,50,40,50,50,50,50,85,50,50,50,50,50,,50,40,Better when control is split,Worse,No,Yes,Yes,Yes,Dont care very much,Will be close,Yes,Gotten worse,Independent,Not worth it,Decreased,Oppose,Increased,Increased,,No,Important,A few times a week,Yes,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
out,60,North Central,58,Married,12,R has never served in the military,Working now,White,Female,30,60,0,30,15,70,60,40,50,60,60,40,40,50,40,60,100,85,100,30,40,40,40,30,60,40,60,40,100,60,50,40,100,40,40,60,70,50,60,60,50,40,40,85,40,Better when control is split,The same ,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Stayed about the same,,Decreased,Kept about the same,Favor,Yes,Not important,A few times a week,No,Heterosexual or straight,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Somewhat important,No,No,Yes,Not very many are crooked,Disapprove,Disapprove,Favor
